,Mkt-RF,SMB,HML,RMW,CMA,RF,excess_returns
2023-03-13,-0.34,-1.17,-3.6,-1.09,-0.73,0.016,-0.018219806576648
2023-03-14,1.72,0.01,-0.36,-0.15,-0.46,0.016,-0.002651847762599399
2023-03-15,-0.79,-0.51,-1.84,0.31,-0.44,0.016,-0.006120729310683956
2023-03-16,1.76,0.01,-0.16,0.13,-0.72,0.016,-0.004043411670423755
2023-03-17,-1.21,-1.06,-1.63,0.27,-0.24,0.016,-0.028889455835098596
2023-03-20,0.84,-0.35,0.78,0.51,0.76,0.016,-0.05843736751423999
2023-03-21,1.49,0.47,0.73,-0.26,-1.21,0.016,0.045363630698732185
2023-03-22,-1.74,-0.8,-0.53,0.79,0.23,0.016,-0.05989719921990665
2023-03-23,0.21,-0.43,-1.54,0.15,-0.85,0.016,-0.056313616802779784
2023-03-24,0.46,0.18,0.71,0.3,0.38,0.016,-0.003164455744613756
2023-03-27,0.28,0.5,1.03,-0.21,0.41,0.016,-0.02406459055730613
2023-03-28,-0.17,-0.03,0.75,0.11,0.47,0.016,-0.009031309871172052
2023-03-29,1.39,-0.36,-0.54,-0.92,-0.57,0.016,0.033596343874496185
2023-03-30,0.51,-0.62,-0.6,0.21,-0.07,0.016,0.02356040017430218
2023-03-31,1.53,0.49,-0.76,-0.48,-0.82,0.016,0.01042706120421634
2023-04-03,0.28,-0.17,0.79,0.55,0.71,0.018,-0.012850649790068874
2023-04-04,-0.72,-1.13,-0.72,-0.05,-0.01,0.018,-0.018
2023-04-05,-0.39,-1.0,1.4,0.79,1.29,0.018,-0.01902461359091399
2023-04-06,0.34,-0.03,-0.51,-0.44,-0.16,0.018,0.008666690141726736
2023-04-10,0.2,0.85,0.26,-0.02,-0.13,0.018,-0.02099707152442885
2023-04-11,0.06,0.69,0.55,0.05,0.13,0.018,-0.020003958417504446
2023-04-12,-0.51,-0.43,0.37,0.48,0.45,0.018,-0.012979900547855232
2023-04-13,1.39,0.15,-1.19,-0.26,-0.75,0.018,-0.012006047495456845
2023-04-14,-0.23,-0.76,0.2,0.72,0.13,0.018,-0.0249513105209128
2023-04-17,0.33,0.71,-0.2,-1.29,-0.33,0.018,-0.029999988555908224
2023-04-18,0.04,-0.41,-0.31,0.05,0.18,0.018,-0.022048579088026692
2023-04-19,-0.04,0.27,0.42,0.01,0.11,0.018,-0.020032566814382573
2023-04-20,-0.61,0.14,-0.28,0.73,0.53,0.018,-0.0271649852734037
2023-04-21,0.08,0.09,-0.95,-0.63,-0.18,0.018,-0.027249661166262356
2023-04-24,0.0,-0.27,0.46,0.68,0.32,0.018,-0.042896339859440066
2023-04-25,-1.76,-0.82,0.09,0.43,0.96,0.018,-0.05097866792795157
2023-04-26,-0.42,-0.04,-0.74,0.02,-0.39,0.018,-0.04770302015746429
2023-04-27,1.85,-0.6,0.0,0.45,-0.25,0.018,-0.018
2023-04-28,0.78,0.22,0.19,0.13,0.22,0.018,-0.014598561487126443
2023-05-01,-0.02,0.19,-0.82,-0.39,0.24,0.016,-0.01938990794941929
2023-05-02,-1.27,-0.74,-1.46,0.61,0.17,0.016,-0.056816289017391094
2023-05-03,-0.57,0.88,-1.03,-0.93,-0.41,0.016,-0.025456255714577644
2023-05-04,-0.78,-0.52,-1.04,-0.61,-0.32,0.016,-0.004066894220790637
2023-05-05,1.91,0.5,0.69,0.26,-0.72,0.016,0.027632176793233945
2023-05-08,0.07,-0.38,-0.3,-0.54,-0.38,0.016,-0.0092203996207718
2023-05-09,-0.43,0.11,-0.02,-0.4,-0.43,0.016,0.00644666809093454
2023-05-10,0.43,0.2,-1.32,-0.13,-0.83,0.016,-0.020390775341435616
2023-05-11,-0.2,-0.52,-0.09,0.84,0.13,0.016,0.047947072019972184
2023-05-12,-0.22,-0.1,0.34,0.38,0.48,0.016,-0.11030050605024831
2023-05-15,0.46,0.8,0.02,-0.65,-0.53,0.016,-0.026297500565766727
2023-05-16,-0.72,-0.46,-0.48,0.79,-0.13,0.016,-0.050681994253257576
2023-05-17,1.31,0.85,1.22,-0.3,-0.32,0.016,-0.0028263890237229944
2023-05-18,0.99,-0.23,-0.38,0.19,-0.71,0.016,0.0029125114291552873
2023-05-19,-0.26,-0.38,-0.32,-0.02,0.14,0.016,-0.033401348088364244
2023-05-22,0.17,1.12,-0.2,-1.26,-0.94,0.016,0.018238483200751623
2023-05-23,-1.1,0.6,1.09,0.18,0.24,0.016,-0.0251324111433575
2023-05-24,-0.72,-0.39,-0.2,-0.03,-0.07,0.016,-0.025216580748084957
2023-05-25,0.65,-1.04,-1.08,1.8,-1.32,0.016,-0.016
2023-05-26,1.32,-0.3,-0.86,-0.23,-0.58,0.016,0.00958131437162725
2023-05-30,-0.01,-0.25,-0.42,-0.29,-0.98,0.016,-0.004662087876441831
2023-05-31,-0.6,-0.26,-1.16,-1.11,0.12,0.016,-0.016
2023-06-01,1.02,0.07,-0.06,0.03,-0.41,0.019,-0.007789194998384468
2023-06-02,1.62,1.72,1.66,0.36,0.71,0.019,0.016476682769876034
2023-06-05,-0.26,-1.11,-0.75,-0.65,-0.47,0.019,-0.05219062254306338
2023-06-06,0.46,2.25,1.35,-0.2,-0.46,0.019,-0.009033205398747284
2023-06-07,-0.36,1.89,2.28,0.76,1.39,0.019,0.01170172549174588
2023-06-08,0.59,-0.78,-1.16,-0.15,-0.55,0.019,-0.008361661114049661
2023-06-09,0.03,-0.8,-0.41,0.09,-0.22,0.019,-0.028473700272409568
2023-06-12,0.94,-0.26,-1.41,-0.29,-0.78,0.019,-0.024313516636093695
2023-06-13,0.74,0.53,0.06,-0.5,-0.52,0.019,0.006641104016630001
2023-06-14,-0.03,-1.05,-0.92,0.69,-0.27,0.019,0.017458272279966897
2023-06-15,1.22,-0.37,0.09,0.11,-0.03,0.019,-0.01598495140238519
2023-06-16,-0.45,-0.51,0.22,0.22,0.41,0.019,-0.013989960618409163
2023-06-20,-0.49,0.2,-0.69,-0.08,-0.56,0.019,-0.021991000375859864
2023-06-21,-0.56,0.29,0.53,0.61,0.93,0.019,-0.042999977111816454
2023-06-22,0.32,-0.96,-1.26,0.2,-0.55,0.019,-0.05076233733062262
2023-06-23,-0.84,-0.6,0.07,0.23,0.11,0.019,-0.014767199718479378
2023-06-26,-0.48,-0.01,1.29,0.61,0.81,0.019,-0.0042475925501251725
2023-06-27,1.21,0.32,-0.51,0.25,-0.72,0.019,0.013191013733999352
2023-06-28,0.03,0.48,-0.44,-0.64,-0.44,0.019,0.005144943151317877
2023-06-29,0.44,0.76,0.78,0.6,0.48,0.019,-0.03962868682235708
2023-06-30,1.14,-0.72,-0.78,-0.05,-0.33,0.019,-0.0179970636971206
2023-07-03,0.15,0.27,1.06,0.16,0.11,0.022,0.04613630624910894
2023-07-05,-0.29,-1.06,-0.26,-0.29,-0.01,0.022,-0.016371442732124854
2023-07-06,-0.94,-0.59,-0.69,0.57,0.05,0.022,-0.05091794887078114
2023-07-07,-0.13,1.3,1.21,-0.23,0.18,0.022,0.014503373680200736
2023-07-10,0.36,1.24,-0.01,-1.02,0.54,0.022,0.01692493769961214
2023-07-11,0.76,0.18,0.48,-0.22,0.28,0.022,0.03330775053071002
2023-07-12,0.74,0.37,0.46,-0.31,-0.44,0.022,-0.012701635047620098
2023-07-13,0.9,-0.07,-0.1,-0.17,-0.67,0.022,0.020713588509645907
2023-07-14,-0.25,-0.69,-1.52,0.43,-0.55,0.022,-0.027622465533865027
2023-07-17,0.48,0.64,-0.27,-0.4,-0.05,0.022,-0.013114728945039712
2023-07-18,0.78,0.44,1.08,0.63,-0.45,0.022,-0.013993564187169329
2023-07-19,0.25,0.26,1.32,0.15,0.17,0.022,0.02009688058361527
2023-07-20,-0.81,-0.34,0.65,0.46,1.47,0.022,-0.04562800828097511
2023-07-21,-0.05,-0.37,-0.36,-0.15,0.11,0.022,-0.02590321538618332
2023-07-24,0.31,-0.03,0.76,0.96,-0.23,0.022,-0.02356743396590242
2023-07-25,0.25,-0.23,-0.78,0.49,-0.4,0.022,-0.03769857243785355
2023-07-26,0.01,0.87,1.02,-0.37,0.66,0.022,-0.006051051844215151
2023-07-27,-0.74,-0.81,0.28,0.39,0.15,0.022,-0.06203141585905023
2023-07-28,1.13,0.43,-0.34,-0.75,-0.39,0.022,0.018883075937431458
2023-07-31,0.25,1.0,-0.09,-0.96,0.07,0.022,-0.011787893235219983
2023-08-01,-0.34,-0.12,0.31,0.19,-0.28,0.02,-0.019222377204602497
2023-08-02,-1.49,-0.05,0.57,0.7,0.66,0.02,-0.0534110574203087
2023-08-03,-0.19,0.02,0.08,0.31,-0.34,0.02,-0.09234723865662241
2023-08-04,-0.48,0.07,0.76,-0.17,-0.65,0.02,-0.042530349197686376
2023-08-07,0.78,-1.09,0.6,0.65,-0.1,0.02,-0.014680813737848002
2023-08-08,-0.47,0.09,0.15,0.47,0.02,0.02,-0.041164000695660716
2023-08-09,-0.78,-0.01,-0.04,0.87,0.01,0.02,-0.04702704328151951
2023-08-10,0.01,-0.45,-0.67,-0.03,-0.05,0.02,-0.02648154141317403
2023-08-11,-0.11,0.24,0.45,-0.2,0.37,0.02,-0.020931898940737086
2023-08-14,0.51,-0.85,-0.77,0.11,-0.63,0.02,-0.026529911077878925
2023-08-15,-1.18,0.0,-1.03,0.2,0.04,0.02,-0.042535190583535706
2023-08-16,-0.81,-0.47,-0.14,0.38,0.02,0.02,-0.04113355141724616
2023-08-17,-0.87,-0.18,0.49,0.49,0.2,0.02,-0.03177624048092119
2023-08-18,0.04,0.41,-0.22,0.07,-0.12,0.02,-0.0021250932839356022
2023-08-21,0.64,-0.88,-0.59,0.19,-0.86,0.02,-0.006341429919731283
2023-08-22,-0.32,-0.01,-1.04,-0.33,-0.23,0.02,-0.020962485904850153
2023-08-23,1.08,-0.22,-0.12,-0.39,-0.24,0.02,-0.008439317510976246
2023-08-24,-1.42,0.01,0.62,0.52,0.38,0.02,-0.032380963280087424
2023-08-25,0.65,-0.24,-0.57,-0.36,-0.17,0.02,-0.003606549838955902
2023-08-28,0.63,0.09,0.41,0.27,0.04,0.02,-0.019051211677606244
2023-08-29,1.5,-0.08,-0.12,-0.05,-0.43,0.02,0.02454978753854122
2023-08-30,0.41,0.09,-0.46,-0.43,-0.03,0.02,-0.016370239547054837
2023-08-31,-0.08,-0.2,0.22,0.04,-0.24,0.02,-0.035370711559144494
2023-09-01,0.26,0.85,0.58,-0.01,-0.21,0.021,-0.0007980434877227043
2023-09-05,-0.54,-1.57,-0.87,-0.31,-0.49,0.021,-0.04710260763408146
2023-09-06,-0.71,0.01,-0.18,-0.46,0.1,0.021,-0.02377261865224854
2023-09-07,-0.4,-0.69,0.02,-0.2,0.01,0.021,-0.025633937989956817
2023-09-08,0.12,-0.51,0.4,0.29,0.01,0.021,-0.021
2023-09-11,0.66,-0.47,-0.53,-0.48,-0.36,0.021,-0.01168897731835648
2023-09-12,-0.59,0.2,1.01,0.26,0.21,0.021,-0.024690033329333266
2023-09-13,0.04,-0.87,-0.2,0.26,-0.36,0.021,-0.03766669462933901
2023-09-14,0.83,0.49,0.86,0.82,0.03,0.021,-0.025708115939139558
2023-09-15,-1.21,0.21,0.25,-0.33,0.48,0.021,-0.011539225699439642
2023-09-18,-0.04,-0.83,-0.18,0.19,-0.04,0.021,-0.027560421211217916
2023-09-19,-0.26,-0.11,0.0,0.33,0.3,0.021,-0.03326416129835029
2023-09-20,-0.95,-0.05,0.26,0.27,0.5,0.021,-0.044877745331800764
2023-09-21,-1.68,0.34,0.38,0.56,0.12,0.021,-0.059160502263483225
2023-09-22,-0.25,-0.1,-0.5,0.18,-0.18,0.021,-0.03422483371819883
2023-09-25,0.39,-0.07,0.33,0.59,-0.47,0.021,-0.023061804585836603
2023-09-26,-1.46,0.36,-0.5,-0.35,-0.07,0.021,-0.03649592639210818
2023-09-27,0.13,0.77,0.1,0.19,-0.26,0.021,-0.01680273211187609
2023-09-28,0.65,0.19,0.03,0.43,-0.03,0.021,-0.009505682982304458
2023-09-29,-0.28,-0.02,0.32,-0.19,-0.15,0.021,-0.007570236534867641
2023-10-02,-0.14,-1.28,-1.05,0.87,-0.53,0.021,-0.02915503302328069
2023-10-03,-1.49,-0.26,-0.14,0.3,0.15,0.021,-0.04155496594804252
2023-10-04,0.77,-0.53,-0.37,-0.39,-0.32,0.021,-0.005260170366466404
2023-10-05,-0.15,0.28,0.1,-0.45,-0.12,0.021,-0.01583478972270123
2023-10-06,1.21,-0.45,-0.56,-0.32,-0.51,0.021,-0.00044493603814875146
2023-10-09,0.59,-0.16,0.25,0.82,-0.39,0.021,-0.027042338144282235
2023-10-10,0.6,0.33,0.63,-0.23,0.2,0.021,-0.0037760812294765737
2023-10-11,0.33,-0.65,0.38,0.64,-0.25,0.021,-0.05287247968526464
2023-10-12,-0.81,-1.49,0.11,1.19,-0.21,0.021,-0.06523871330892704
2023-10-13,-0.59,-0.35,0.06,0.08,0.45,0.021,-0.03714635297591039
2023-10-16,1.13,0.58,-0.1,-0.36,-0.01,0.021,-0.0013064174244844344
2023-10-17,0.09,1.04,0.7,-0.09,0.33,0.021,0.009042993113079673
2023-10-18,-1.46,-0.6,-0.18,0.87,0.45,0.021,-0.06162503414849328
2023-10-19,-0.92,-0.54,-0.22,-0.05,-0.01,0.021,-0.04705860696244378
2023-10-20,-1.32,0.08,-0.15,0.2,0.38,0.021,-0.0031627823133713977
2023-10-23,-0.23,-0.58,-0.78,0.18,-0.44,0.021,-0.016618843225450024
2023-10-24,0.74,0.09,-0.58,-0.91,0.16,0.021,-0.004642353622433242
2023-10-25,-1.57,-0.02,0.85,1.49,0.19,0.021,-0.0521158767541675
2023-10-26,-1.15,1.19,1.68,-0.75,0.51,0.021,-0.013247989970260537
2023-10-27,-0.52,-0.59,-0.59,0.43,-0.97,0.021,-0.04297810489620589
2023-10-30,1.15,-0.33,0.29,-0.15,0.17,0.021,-0.0007752457425938934
2023-10-31,0.63,0.06,-0.06,-0.84,0.06,0.021,-0.014392024215765891
2023-11-01,0.93,-0.69,-0.02,0.12,-0.7,0.021,-0.02756459708565882
2023-11-02,1.94,0.71,1.63,-0.23,0.54,0.021,0.0230528217941889
2023-11-03,1.1,1.74,0.61,-1.19,0.18,0.021,0.0011519038277753198
2023-11-06,0.01,-1.24,-0.64,0.88,-0.19,0.021,-0.031319858836511436
2023-11-07,0.35,-0.39,-1.22,-1.28,-0.05,0.021,-0.0032731935777841996
2023-11-08,-0.03,-1.01,-0.46,0.44,0.05,0.021,-0.16393037141900677
2023-11-09,-0.89,-1.02,0.49,0.53,-0.29,0.021,-0.0730023854969447
2023-11-10,1.49,-0.62,-0.44,0.74,-0.36,0.021,0.01683098617803593
2023-11-13,-0.05,0.07,-0.26,-0.3,-0.18,0.021,-0.0112793582223417
2023-11-14,2.18,3.23,1.2,-0.98,-0.24,0.021,0.0018639676039950044
2023-11-15,0.18,0.13,0.5,-0.13,0.5,0.021,-0.04100000897575827
2023-11-16,-0.11,-1.5,-0.3,-0.46,-0.36,0.021,-0.06781871189166631
2023-11-17,0.25,1.22,0.63,0.03,0.36,0.021,-0.0008488258065229952
2023-11-20,0.73,-0.11,-0.29,-0.31,-0.3,0.021,-0.017296329437240448
2023-11-21,-0.32,-0.95,-0.61,0.42,-0.03,0.021,-0.03945019597244458
2023-11-22,0.47,0.18,-0.04,-0.38,0.0,0.021,0.009075218970135652
2023-11-24,0.11,0.62,0.18,-0.51,0.24,0.021,-0.012484222317486453
2023-11-27,-0.23,-0.13,-0.09,0.13,-0.24,0.021,-0.008937227752728077
2023-11-28,0.05,-0.3,0.04,-0.17,0.02,0.021,0.008797376611428116
2023-11-29,0.01,0.58,0.69,-0.76,-0.05,0.021,0.011407375213541866
2023-11-30,0.35,-0.41,0.01,-0.11,0.18,0.021,-0.034452901853442505
2023-12-01,0.81,2.23,1.07,-0.37,0.57,0.021,0.038090851456667255
2023-12-04,-0.44,1.5,0.51,-0.43,0.78,0.021,0.0036781656053456353
2023-12-05,-0.21,-1.06,-0.83,0.2,-0.43,0.021,0.08161775106424564
2023-12-06,-0.4,0.36,0.32,-0.22,0.24,0.021,0.04927547422203772
2023-12-07,0.81,0.1,0.47,0.07,-0.2,0.021,-0.0023665416199701687
2023-12-08,0.44,0.16,0.52,-0.14,-0.1,0.021,0.0007770043526761534
2023-12-11,0.36,-0.44,-0.12,0.02,0.68,0.021,-0.022704987627437095
2023-12-12,0.34,-0.64,-0.88,-0.36,-0.21,0.021,-0.02783176118236073
2023-12-13,1.55,1.93,1.35,-0.99,0.15,0.021,0.009954398377884383
2023-12-14,0.5,1.84,2.03,0.04,0.42,0.021,-0.012659684455490133
2023-12-15,-0.06,-0.59,-0.57,0.13,-0.35,0.021,-0.054085241286698324
2023-12-18,0.42,-0.51,-0.37,0.34,-0.25,0.021,-0.00046956942622831607
2023-12-19,0.72,1.5,0.69,-0.37,0.06,0.021,0.08293962610212126
2023-12-20,-1.55,-0.34,0.13,0.75,0.06,0.021,-0.06276159358760101
2023-12-21,1.09,0.75,-0.04,-0.58,-0.18,0.021,0.0003946481943023668
2023-12-22,0.2,0.61,0.1,-0.65,0.2,0.021,-0.016345270415491924
2023-12-26,0.48,0.82,0.44,-0.33,-0.15,0.021,-0.021772218457847475
2023-12-27,0.16,0.16,0.11,-0.32,-0.14,0.021,0.0037295717832671778
2023-12-28,-0.01,-0.39,0.04,-0.31,0.16,0.021,-0.02703317664594061
2023-12-29,-0.43,-1.13,-0.37,0.68,-0.08,0.021,-0.05438395477007894
2024-01-02,-0.7,-0.26,0.79,0.68,0.62,0.022,-0.051042377724203704
2024-01-03,-1.01,-1.93,-0.11,0.36,-0.19,0.022,-0.06888762563232961
2024-01-04,-0.33,0.24,0.09,-0.43,0.25,0.022,-0.005884683545542814
2024-01-05,0.15,-0.59,0.63,0.1,-0.17,0.022,-0.029512454286519475
2024-01-08,1.49,0.54,-1.27,-0.98,-0.45,0.022,0.022575249593565404
2024-01-09,-0.21,-0.75,-0.89,-0.3,-0.17,0.022,-0.039713386930546136
2024-01-10,0.51,-0.29,-0.44,0.24,-0.18,0.022,-0.02691798908855856
2024-01-11,-0.14,-0.66,-0.52,0.45,-0.12,0.022,-0.057420122983134016
2024-01-12,-0.01,-0.22,-0.49,0.12,-0.25,0.022,-0.08092396055811532
2024-01-16,-0.47,-0.88,-0.61,0.14,-0.26,0.022,-0.030166982654205456
2024-01-17,-0.59,-0.16,-0.25,0.26,-0.23,0.022,-0.047617628438026395
2024-01-18,0.87,-0.27,-0.35,0.71,-0.2,0.022,-0.020122022677928376
2024-01-19,1.19,-0.39,0.67,-0.04,-0.24,0.022,-0.018251175110870023
2024-01-22,0.38,1.83,0.58,-0.43,0.09,0.022,0.00414376582389233
2024-01-23,0.22,-0.7,-0.55,-0.17,0.22,0.022,-0.025639669034220304
2024-01-24,-0.01,-0.78,0.05,0.26,-0.38,0.022,-0.03478533261068915
2024-01-25,0.46,0.2,0.57,-0.19,0.55,0.022,-0.032175819248993466
2024-01-26,-0.02,0.35,-0.27,0.22,-0.03,0.022,-0.01358877063624251
2024-01-29,0.85,0.89,-0.59,-1.12,-0.32,0.022,0.02619281367952555
2024-01-30,-0.12,-0.96,0.85,0.99,0.14,0.022,-0.048525214819137054
2024-01-31,-1.74,-0.89,-0.29,-0.21,0.36,0.022,-0.04652320183022316
2024-02-01,1.23,0.33,-1.35,-0.05,-0.28,0.021,-0.005171314719102021
2024-02-02,0.99,-1.57,-0.51,-0.17,-1.41,0.021,-0.02008338872395075
2024-02-05,-0.41,-0.94,-0.66,0.1,-0.14,0.021,-0.05396700129689212
2024-02-06,0.27,0.76,-0.47,-0.74,0.59,0.021,-0.00016673251775510198
2024-02-07,0.77,-1.02,-0.61,0.62,-0.82,0.021,-0.0005918114584061267
2024-02-08,0.21,1.41,0.01,-0.53,-0.2,0.021,-0.0009999757246538059
2024-02-09,0.65,0.84,-0.42,-0.33,-0.42,0.021,0.008411757206084575
2024-02-12,0.04,1.65,1.11,-0.04,0.44,0.021,0.018826842471913924
2024-02-13,-1.6,-2.53,-0.65,0.78,-0.05,0.021,-0.03515487702365959
2024-02-14,1.14,1.37,-0.22,-1.55,-0.18,0.021,0.1090675626694503
2024-02-15,0.67,1.22,1.05,-0.2,0.26,0.021,-0.01801046625479073
2024-02-16,-0.53,-0.65,-0.18,0.08,0.19,0.021,0.022219070075164233
2024-02-20,-0.73,-0.7,0.33,0.39,0.53,0.021,-0.014571417672293623
2024-02-21,-0.02,-0.66,0.14,0.88,0.2,0.021,-0.05648616001314709
2024-02-22,2.02,-1.56,-1.29,0.38,-1.17,0.021,0.00696174467802026
2024-02-23,0.02,0.32,0.0,0.09,-0.11,0.021,0.015506747706454233
2024-02-26,-0.26,0.98,-0.12,-0.74,0.0,0.021,0.05565750313829988
2024-02-27,0.27,1.25,-0.44,-1.13,0.68,0.021,0.021334819817339885
2024-02-28,-0.26,-0.9,-0.01,-0.05,0.54,0.021,-0.028384667029747606
2024-02-29,0.53,-0.17,0.98,0.27,-0.71,0.021,-0.009840650059449545
2024-03-01,0.76,0.01,-0.55,-0.24,-0.13,0.021,-0.0044457102020468535
2024-03-04,-0.18,-0.61,0.34,-0.19,0.24,0.021,-0.017984364457742968
2024-03-05,-1.07,0.03,1.17,0.94,0.58,0.021,-0.06309253703645733
2024-03-06,0.53,-0.25,-0.03,-1.09,-0.03,0.021,0.008504036682396427
2024-03-07,1.02,-0.48,0.03,0.39,-0.73,0.021,-0.023438963970067155
2024-03-08,-0.66,0.62,0.57,-0.37,0.54,0.021,0.018119765633962576
2024-03-11,-0.2,-0.63,0.4,0.45,0.62,0.021,-0.029235258214614018
2024-03-12,1.04,-1.17,-0.69,0.52,-0.75,0.021,-0.04887670247262964
2024-03-13,-0.14,0.34,-0.02,-0.04,0.17,0.021,0.02597989545075809
2024-03-14,-0.42,-1.47,-1.04,1.05,-0.09,0.021,0.03086476675771412
2024-03-15,-0.58,0.96,0.79,-0.1,0.4,0.021,-0.015459812426783608
2024-03-18,0.53,-1.02,-0.25,0.21,-0.13,0.021,-0.017694244231216332
2024-03-19,0.54,0.47,-0.27,0.48,0.05,0.021,-0.07426740044603262
2024-03-20,1.02,1.04,1.01,-0.23,-0.06,0.021,0.05556610860491941
2024-03-21,0.42,0.35,0.95,0.25,0.06,0.021,0.007556072300436107
2024-03-22,-0.23,-0.98,-0.53,0.28,-0.37,0.021,-0.06238297062403374
2024-03-25,-0.27,-0.1,0.86,-0.22,-0.18,0.021,0.021622990118265756
2024-03-26,-0.26,0.09,-0.13,-0.5,0.23,0.021,-0.01051777967823973
2024-03-27,0.88,1.29,0.92,-0.15,0.58,0.021,0.01686304544802088
2024-03-28,0.11,0.45,0.49,-0.06,0.09,0.021,-0.015003051948417317
2024-04-01,-0.27,-0.9,-0.28,0.35,-0.32,0.021,-0.056767478557961035
2024-04-02,-0.85,-1.03,0.03,0.26,0.05,0.021,-0.03181911829590532
2024-04-03,0.17,0.33,-0.03,0.1,-0.19,0.021,-0.020479254107504823
2024-04-04,-1.22,0.22,0.15,0.02,0.07,0.021,-0.06056264225683937
2024-04-05,1.06,-0.51,-0.68,-0.28,-0.58,0.021,-0.02371008901580172
2024-04-08,0.01,0.54,0.14,-0.24,0.1,0.021,-0.012304355938628758
2024-04-09,0.13,0.31,-0.32,-0.17,0.07,0.021,-0.03500863342474424
2024-04-10,-1.0,-1.56,-1.04,0.37,-0.44,0.021,-0.01881415753032743
2024-04-11,0.73,0.05,-0.62,0.13,-0.53,0.021,0.014986905230149578
2024-04-12,-1.53,-0.37,0.11,0.66,-0.25,0.021,-0.07521056245502676
2024-04-15,-1.29,-0.24,0.76,0.84,0.43,0.021,-0.06440560985537801
2024-04-16,-0.23,-0.28,-0.83,0.03,-0.25,0.021,-0.014019259560404378
2024-04-17,-0.64,-0.38,0.56,-0.32,0.53,0.021,-0.03428709123815142
2024-04-18,-0.27,-0.1,0.87,-0.03,0.28,0.021,-0.021
2024-04-19,-0.82,1.25,1.9,-0.1,1.29,0.021,-0.047346649001729676
2024-04-22,0.87,-0.12,0.54,-0.24,0.0,0.021,0.012674167261064535
2024-04-23,1.27,0.57,0.0,-0.16,-0.61,0.021,0.004014560315099742
2024-04-24,-0.01,-0.29,0.28,0.23,-0.01,0.021,-0.03859372068818266
2024-04-25,-0.47,-0.39,-0.2,0.41,-0.1,0.021,-0.03197623527272829
2024-04-26,1.04,0.21,-1.07,0.02,-0.43,0.021,0.023392423147056047
2024-04-29,0.34,0.34,-0.48,0.22,-0.11,0.021,-0.05120128822844748
2024-04-30,-1.67,-0.27,-0.25,-0.6,0.62,0.021,-0.07001962941118366
2024-05-01,-0.27,0.96,0.03,-1.39,0.09,0.02,-0.010297158906433328
2024-05-02,1.01,0.73,-0.03,0.0,-0.79,0.02,0.03765771854750534
2024-05-03,1.18,-0.05,-0.19,0.43,-0.53,0.02,-0.0006927801928619907
2024-05-06,1.08,-0.02,-0.06,-0.24,-0.69,0.02,-0.029470755936954456
2024-05-07,0.05,0.02,-0.6,0.18,0.24,0.02,-0.00818902832605704
2024-05-08,-0.09,-0.4,0.58,0.71,0.15,0.02,-0.02778206733905562
2024-05-09,0.52,0.52,0.37,0.01,0.06,0.02,-0.0508123883840441
2024-05-10,0.09,-0.91,0.01,0.49,-0.06,0.02,-0.08184969607004576
2024-05-13,-0.04,0.25,-0.26,0.14,0.24,0.02,0.02066542612614077
2024-05-14,0.56,0.52,0.02,-0.17,-0.03,0.02,0.04690355884842658
2024-05-15,1.15,-0.46,-0.22,-0.41,-0.37,0.02,0.007746947130879995
2024-05-16,-0.25,-0.22,-0.01,-0.04,0.38,0.02,-0.05347736630176435
2024-05-17,0.11,-0.23,0.4,-0.19,-0.11,0.02,0.1023464011580484
2024-05-20,0.14,0.16,-0.88,0.15,-0.65,0.02,0.017332005689576286
2024-05-21,0.15,-0.43,0.18,0.41,-0.3,0.02,-0.014241893905654984
2024-05-22,-0.35,-0.4,-0.37,-0.44,-0.05,0.02,-0.08202286707271843
2024-05-23,-0.84,-0.68,-0.64,1.3,-0.63,0.02,-0.0413631780037491
2024-05-24,0.72,0.16,0.15,0.29,-0.38,0.02,0.046008340585851584
2024-05-28,-0.04,0.13,-0.88,0.1,-1.12,0.02,-0.02195031277820379
2024-05-29,-0.77,-0.4,-0.62,0.46,-0.02,0.02,0.010043956607118449
2024-05-30,-0.53,1.36,1.0,0.33,1.06,0.02,0.015807498264073034
2024-05-31,0.68,-0.02,0.78,0.94,0.78,0.02,-0.0630403171927739
2024-06-03,0.05,-0.32,-0.57,0.36,-0.44,0.022,-0.0038181303803319425
2024-06-04,-0.06,-1.28,-0.77,-0.21,-0.12,0.022,-0.04549623984334648
2024-06-05,1.23,0.33,-0.61,-0.45,-0.68,0.022,0.016017275364500504
2024-06-06,-0.06,-0.57,-0.07,-0.04,-0.17,0.022,0.04290494382650369
2024-06-07,-0.23,-0.94,0.07,0.35,0.19,0.022,-0.05639264396143937
2024-06-10,0.27,-0.15,-0.28,-0.21,-0.44,0.022,0.0339062107329551
2024-06-11,0.2,-0.19,-1.06,0.24,-0.21,0.022,-0.030539742198459653
2024-06-12,0.94,0.73,0.09,0.09,-0.34,0.022,-0.0013281023350890445
2024-06-13,0.05,-1.02,-0.63,0.98,-0.03,0.022,-0.03845575039841052
2024-06-14,-0.16,-1.48,-0.64,0.14,0.07,0.022,-0.060181012871698726
2024-06-17,0.78,-0.32,0.52,0.91,0.23,0.022,-0.02958251898820006
2024-06-18,0.2,-0.45,0.37,0.28,-0.1,0.022,-0.039528062456109715
2024-06-20,-0.3,-0.35,0.25,-0.63,0.32,0.022,-0.027946983736755728
2024-06-21,-0.13,0.44,-0.51,-0.81,0.17,0.022,0.003770887486792128
